date,tone,volume,positive_mentions,negative_mentions,neutral_mentions,status
20260105T200000Z,-1.9803,0,0,0,0,success
20260105T201500Z,-0.7298,0,0,0,0,success
20260105T203000Z,-3.3502,0,0,0,0,success
20260105T204500Z,0,0,0,0,0,success
20260105T210000Z,0.4103,0,0,0,0,success
20260105T211500Z,-2.1151,0,0,0,0,success
20260105T214500Z,1.6554,0,0,0,0,success
20260105T221500Z,-0.4938,0,0,0,0,success
20260105T224500Z,1.5133,0,0,0,0,success
20260105T230000Z,0.5197,0,0,0,0,success
20260105T231500Z,1.7864,0,0,0,0,success
20260105T233000Z,-2.907,0,0,0,0,success
20260105T234500Z,0,0,0,0,0,success
20260106T000000Z,1.6331,0,0,0,0,success
20260106T001500Z,-0.506,0,0,0,0,success
20260106T003000Z,-0.7834,0,0,0,0,success
20260106T004500Z,0,0,0,0,0,success
20260106T010000Z,0.9563,0,0,0,0,success
20260106T011500Z,-0.8639,0,0,0,0,success
20260106T013000Z,-1.5647,0,0,0,0,success
20260106T014500Z,-1.4425,0,0,0,0,success
20260106T020000Z,-2.2904,0,0,0,0,success
20260106T021500Z,3.268,0,0,0,0,success
20260106T023000Z,-1.4278,0,0,0,0,success
20260106T024500Z,-0.1644,0,0,0,0,success
20260106T033000Z,1.3602,0,0,0,0,success
20260106T034500Z,1.1064,0,0,0,0,success
20260106T040000Z,-1.1012,0,0,0,0,success
20260106T041500Z,0,0,0,0,0,success
20260106T043000Z,-0.3534,0,0,0,0,success
20260106T044500Z,0.2481,0,0,0,0,success
20260106T050000Z,-0.1764,0,0,0,0,success
20260106T051500Z,0.6608,0,0,0,0,success
20260106T053000Z,0.0766,0,0,0,0,success
20260106T054500Z,-0.1271,0,0,0,0,success
20260106T060000Z,-0.5236,0,0,0,0,success
20260106T061500Z,0,0,0,0,0,success
20260106T063000Z,-0.6556,0,0,0,0,success
20260106T064500Z,-0.6744,0,0,0,0,success
20260106T070000Z,-0.4201,0,0,0,0,success
20260106T071500Z,-0.3731,0,0,0,0,success
20260106T073000Z,-0.286,0,0,0,0,success
20260106T074500Z,-1.0765,0,0,0,0,success
20260106T083000Z,-0.4258,0,0,0,0,success
20260106T090000Z,0,0,0,0,0,success
20260106T091500Z,-1.0767,0,0,0,0,success
20260106T093000Z,-0.9078,0,0,0,0,success
20260106T094500Z,-0.109,0,0,0,0,success
20260106T101500Z,-0.5408,0,0,0,0,success
20260106T103000Z,0.0217,0,0,0,0,success
20260106T104500Z,0.1287,0,0,0,0,success
20260106T110000Z,0.1189,0,0,0,0,success
20260106T113000Z,0.2137,0,0,0,0,success
20260106T114500Z,3.1319,0,0,0,0,success
20260106T121500Z,-2.4416,0,0,0,0,success
20260106T123000Z,0.4026,0,0,0,0,success
20260106T124500Z,0,0,0,0,0,success
20260106T130000Z,0.5058,0,0,0,0,success
20260106T131500Z,-0.7743,0,0,0,0,success
20260106T133000Z,4.4444,0,0,0,0,success
20260106T134500Z,-3.137,0,0,0,0,success
20260106T140000Z,0,0,0,0,0,success
20260106T141500Z,-0.1487,0,0,0,0,success
20260106T143000Z,1.9069,0,0,0,0,success
20260106T144500Z,1.9741,0,0,0,0,success
20260106T150000Z,-0.4715,0,0,0,0,success
20260106T151500Z,-0.029,0,0,0,0,success
20260106T153000Z,-0.2249,0,0,0,0,success
20260106T154500Z,0.9434,0,0,0,0,success
20260106T160000Z,-0.3604,0,0,0,0,success
20260106T161500Z,1.4967,0,0,0,0,success
20260106T164500Z,-1.2312,0,0,0,0,success
20260106T170000Z,-0.2651,0,0,0,0,success
20260106T173000Z,1.3986,0,0,0,0,success
20260106T180000Z,1.9843,0,0,0,0,success
20260106T181500Z,0,0,0,0,0,success
20260106T183000Z,0,0,0,0,0,success
20260106T184500Z,0.2676,0,0,0,0,success
20260106T191500Z,0,0,0,0,0,success
20260106T194500Z,1.2213,0,0,0,0,success
20260106T200000Z,-1.0309,0,0,0,0,success
20260106T203000Z,-0.1799,0,0,0,0,success
20260106T204500Z,0,0,0,0,0,success
20260106T211500Z,-0.0523,0,0,0,0,success
20260106T221500Z,1.4153,0,0,0,0,success
20260106T224500Z,0,0,0,0,0,success
20260106T230000Z,0,0,0,0,0,success
20260106T231500Z,-4.0784,0,0,0,0,success
20260106T233000Z,1.6012,0,0,0,0,success
20260106T234500Z,0,0,0,0,0,success
20260107T003000Z,-3.061,0,0,0,0,success
20260107T004500Z,-5.1724,0,0,0,0,success
20260107T010000Z,-1.5527,0,0,0,0,success
20260107T011500Z,0,0,0,0,0,success
20260107T013000Z,-1.7887,0,0,0,0,success
20260107T014500Z,0,0,0,0,0,success
20260107T020000Z,-0.1046,0,0,0,0,success
20260107T021500Z,-1.0307,0,0,0,0,success
20260107T023000Z,-0.4652,0,0,0,0,success
20260107T024500Z,-2.966,0,0,0,0,success
20260107T030000Z,-2.3918,0,0,0,0,success
20260107T031500Z,-1.2237,0,0,0,0,success
20260107T033000Z,-1.9111,0,0,0,0,success
20260107T034500Z,-2.8453,0,0,0,0,success
20260107T040000Z,-2.785,0,0,0,0,success
20260107T041500Z,-3.6631,0,0,0,0,success
20260107T043000Z,-2.1606,0,0,0,0,success
20260107T044500Z,-2.1515,0,0,0,0,success
20260107T050000Z,0,0,0,0,0,success
20260107T051500Z,-2.404,0,0,0,0,success
20260107T053000Z,-0.0193,0,0,0,0,success
20260107T054500Z,-0.4874,0,0,0,0,success
20260107T060000Z,0.2287,0,0,0,0,success
20260107T061500Z,-1.2648,0,0,0,0,success
20260107T063000Z,-2.3657,0,0,0,0,success
20260107T070000Z,-0.3665,0,0,0,0,success
20260107T071500Z,-4.2955,0,0,0,0,success
20260107T073000Z,-3.4602,0,0,0,0,success
20260107T074500Z,-2.0979,0,0,0,0,success
20260107T080000Z,0.7055,0,0,0,0,success
20260107T081500Z,-1.7183,0,0,0,0,success
20260107T083000Z,-0.5146,0,0,0,0,success
20260107T084500Z,3.7559,0,0,0,0,success
20260107T090000Z,-0.3693,0,0,0,0,success
20260107T091500Z,0.6912,0,0,0,0,success
20260107T093000Z,-4.5872,0,0,0,0,success
20260107T094500Z,1.8629,0,0,0,0,success
20260107T100000Z,-0.3752,0,0,0,0,success
20260107T101500Z,-0.1919,0,0,0,0,success
20260107T103000Z,0.6229,0,0,0,0,success
20260107T104500Z,0,0,0,0,0,success
20260107T110000Z,-0.3894,0,0,0,0,success
20260107T111500Z,1.9084,0,0,0,0,success
20260107T113000Z,0.5071,0,0,0,0,success
20260107T114500Z,-3.9252,0,0,0,0,success
20260107T120000Z,-1.5302,0,0,0,0,success
20260107T121500Z,-0.9391,0,0,0,0,success
20260107T123000Z,-1.3389,0,0,0,0,success
20260107T124500Z,-0.4801,0,0,0,0,success
20260107T130000Z,-1.603,0,0,0,0,success
20260107T133000Z,0.8416,0,0,0,0,success
20260107T134500Z,0.9298,0,0,0,0,success
20260107T141500Z,0.1186,0,0,0,0,success
20260107T143000Z,-4.7533,0,0,0,0,success
20260107T144500Z,0,0,0,0,0,success
20260107T150000Z,0,0,0,0,0,success
20260107T151500Z,1.1864,0,0,0,0,success
20260107T153000Z,0.4818,0,0,0,0,success
20260107T154500Z,-0.4605,0,0,0,0,success
20260107T160000Z,-0.3377,0,0,0,0,success
20260107T161500Z,0,0,0,0,0,success
20260107T164500Z,0,0,0,0,0,success
20260107T170000Z,0,0,0,0,0,success
20260107T171500Z,0,0,0,0,0,success
20260107T173000Z,-1.3138,0,0,0,0,success
20260107T174500Z,0,0,0,0,0,success
20260107T180000Z,0,0,0,0,0,success
20260107T181500Z,0,0,0,0,0,success
20260107T183000Z,1.7921,0,0,0,0,success
20260107T184500Z,0.9347,0,0,0,0,success
20260107T190000Z,-0.6513,0,0,0,0,success
20260107T191500Z,-4.5142,0,0,0,0,success
20260107T193000Z,0,0,0,0,0,success
20260107T194500Z,0,0,0,0,0,success
20260107T200000Z,2.5761,0,0,0,0,success
20260107T201500Z,2.3224,0,0,0,0,success
20260107T203000Z,-1.0545,0,0,0,0,success
20260107T204500Z,0,0,0,0,0,success
20260107T210000Z,-2.0104,0,0,0,0,success
20260107T211500Z,0,0,0,0,0,success
20260107T213000Z,-0.9163,0,0,0,0,success
20260107T214500Z,-2.156,0,0,0,0,success
20260107T220000Z,-1.7931,0,0,0,0,success
20260107T221500Z,2.5063,0,0,0,0,success
20260107T224500Z,-2.9688,0,0,0,0,success
20260107T230000Z,1.5403,0,0,0,0,success
20260107T231500Z,-0.4141,0,0,0,0,success
20260107T233000Z,2.1687,0,0,0,0,success
20260107T234500Z,0,0,0,0,0,success
20260108T000000Z,2.1918,0,0,0,0,success
20260108T001500Z,-0.4763,0,0,0,0,success
20260108T003000Z,-1.0142,0,0,0,0,success
20260108T004500Z,-2.3687,0,0,0,0,success
20260108T010000Z,0,0,0,0,0,success
20260108T011500Z,-3.0048,0,0,0,0,success
20260108T013000Z,0.1501,0,0,0,0,success
20260108T014500Z,-2.9343,0,0,0,0,success
20260108T020000Z,-2.5125,0,0,0,0,success
20260108T021500Z,0,0,0,0,0,success
20260108T023000Z,0,0,0,0,0,success
20260108T024500Z,-7.2338,0,0,0,0,success
20260108T030000Z,0,0,0,0,0,success
20260108T031500Z,-1.0141,0,0,0,0,success
20260108T033000Z,-3.9959,0,0,0,0,success
20260108T034500Z,5.615,0,0,0,0,success
20260108T040000Z,-4.5641,0,0,0,0,success
20260108T041500Z,-0.4736,0,0,0,0,success
20260108T043000Z,-0.9716,0,0,0,0,success
20260108T044500Z,-6.1843,0,0,0,0,success
20260108T050000Z,-4.5896,0,0,0,0,success
20260108T051500Z,0,0,0,0,0,success
20260108T053000Z,-2.9848,0,0,0,0,success
20260108T054500Z,-0.4641,0,0,0,0,success
20260108T060000Z,-5.0579,0,0,0,0,success
20260108T063000Z,-0.9112,0,0,0,0,success
20260108T064500Z,2.8037,0,0,0,0,success
20260108T070000Z,-0.9507,0,0,0,0,success
20260108T071500Z,-3.3679,0,0,0,0,success
20260108T073000Z,-3.6018,0,0,0,0,success
20260108T074500Z,0,0,0,0,0,success
20260108T080000Z,1.3514,0,0,0,0,success
20260108T083000Z,-3.0491,0,0,0,0,success
20260108T084500Z,0,0,0,0,0,success
20260108T090000Z,1.642,0,0,0,0,success
20260108T091500Z,0,0,0,0,0,success
20260108T093000Z,-3.5853,0,0,0,0,success
20260108T094500Z,-2.6531,0,0,0,0,success
20260108T100000Z,1.0326,0,0,0,0,success
20260108T101500Z,0,0,0,0,0,success
20260108T103000Z,-2.7043,0,0,0,0,success
20260108T104500Z,-2.7062,0,0,0,0,success
20260108T110000Z,0,0,0,0,0,success
20260108T111500Z,1.2864,0,0,0,0,success
20260108T113000Z,-3.7015,0,0,0,0,success
20260108T114500Z,-0.8801,0,0,0,0,success
20260108T120000Z,1.9886,0,0,0,0,success
20260108T121500Z,-2.0846,0,0,0,0,success
20260108T123000Z,-1.0221,0,0,0,0,success
20260108T124500Z,0,0,0,0,0,success
20260108T130000Z,0.4175,0,0,0,0,success
20260108T131500Z,1.9985,0,0,0,0,success
20260108T133000Z,0.9157,0,0,0,0,success
20260108T134500Z,1.6205,0,0,0,0,success
20260108T140000Z,-0.0265,0,0,0,0,success
20260108T141500Z,0.8147,0,0,0,0,success
20260108T143000Z,3.8462,0,0,0,0,success
20260108T144500Z,0.7951,0,0,0,0,success
20260108T150000Z,0,0,0,0,0,success
20260108T151500Z,0.5345,0,0,0,0,success
20260108T153000Z,-0.4254,0,0,0,0,success
20260108T154500Z,2.0363,0,0,0,0,success
20260108T160000Z,0.5952,0,0,0,0,success
20260108T161500Z,0.5036,0,0,0,0,success
20260108T163000Z,2.6268,0,0,0,0,success
20260108T164500Z,1.5963,0,0,0,0,success
20260108T170000Z,1.2015,0,0,0,0,success
20260108T171500Z,-3.2283,0,0,0,0,success
20260108T173000Z,0.4448,0,0,0,0,success
20260108T180000Z,-1.1322,0,0,0,0,success
20260108T181500Z,1.0247,0,0,0,0,success
20260108T183000Z,-3.6317,0,0,0,0,success
20260108T184500Z,0.2079,0,0,0,0,success
20260108T190000Z,0.4398,0,0,0,0,success
20260108T191500Z,2.9243,0,0,0,0,success
20260108T193000Z,0,0,0,0,0,success
20260108T200000Z,-0.0027,0,0,0,0,success
20260108T201500Z,0,0,0,0,0,success
20260108T203000Z,-3.1726,0,0,0,0,success
20260108T204500Z,-0.4661,0,0,0,0,success
20260108T210000Z,-1.8391,0,0,0,0,success
20260108T211500Z,0.2591,0,0,0,0,success
20260108T213000Z,0.2058,0,0,0,0,success
20260108T214500Z,2.5338,0,0,0,0,success
20260108T220000Z,0,0,0,0,0,success
20260108T221500Z,1.2851,0,0,0,0,success
20260108T223000Z,0.0875,0,0,0,0,success
20260108T224500Z,-1.8612,0,0,0,0,success
20260108T230000Z,-0.0538,0,0,0,0,success
20260108T231500Z,-2.6936,0,0,0,0,success
20260108T233000Z,-2.0057,0,0,0,0,success
20260108T234500Z,0,0,0,0,0,success
20260111T000000Z,0,0,0,0,0,success
20260111T001500Z,-0.4819,0,0,0,0,success
20260111T003000Z,-3.3679,0,0,0,0,success
20260111T004500Z,2.0327,0,0,0,0,success
20260111T010000Z,0.7206,0,0,0,0,success
20260111T011500Z,-0.7264,0,0,0,0,success
20260111T013000Z,0,0,0,0,0,success
20260111T014500Z,0.4988,0,0,0,0,success
20260111T021500Z,-7.4488,0,0,0,0,success
20260111T023000Z,1.4925,0,0,0,0,success
20260111T024500Z,-0.5663,0,0,0,0,success
20260111T030000Z,0.5376,0,0,0,0,success
20260111T033000Z,-5.148,0,0,0,0,success
20260111T034500Z,-0.4819,0,0,0,0,success
20260111T040000Z,0,0,0,0,0,success
20260111T041500Z,-1.0173,0,0,0,0,success
20260111T050000Z,1.4737,0,0,0,0,success
20260111T051500Z,-1.0661,0,0,0,0,success
20260111T053000Z,0,0,0,0,0,success
20260111T054500Z,-1.3245,0,0,0,0,success
20260111T060000Z,0.3007,0,0,0,0,success
20260111T061500Z,1.2003,0,0,0,0,success
20260111T063000Z,-0.123,0,0,0,0,success
20260111T064500Z,1.4957,0,0,0,0,success
20260111T070000Z,0,0,0,0,0,success
20260111T071500Z,0,0,0,0,0,success
20260111T073000Z,0,0,0,0,0,success
20260111T074500Z,0,0,0,0,0,success
20260111T080000Z,0.7477,0,0,0,0,success
20260111T081500Z,0,0,0,0,0,success
20260111T083000Z,-8.7002,0,0,0,0,success
20260111T084500Z,0.6734,0,0,0,0,success
20260111T090000Z,-0.339,0,0,0,0,success
20260111T091500Z,-2.3332,0,0,0,0,success
20260111T093000Z,-0.2381,0,0,0,0,success
20260111T094500Z,-2.439,0,0,0,0,success
20260111T100000Z,2.2727,0,0,0,0,success
20260111T101500Z,0,0,0,0,0,success
20260111T103000Z,0,0,0,0,0,success
20260111T104500Z,0,0,0,0,0,success
20260111T110000Z,0,0,0,0,0,success
20260111T111500Z,0,0,0,0,0,success
20260111T113000Z,-0.1153,0,0,0,0,success
20260111T114500Z,-2.9498,0,0,0,0,success
20260111T120000Z,2.3981,0,0,0,0,success
20260111T121500Z,0,0,0,0,0,success
20260111T123000Z,0.6734,0,0,0,0,success
20260111T124500Z,0.8048,0,0,0,0,success
20260111T130000Z,0.2098,0,0,0,0,success
20260111T131500Z,2.0833,0,0,0,0,success
20260111T133000Z,-6.0252,0,0,0,0,success
20260111T134500Z,0,0,0,0,0,success
20260111T140000Z,2.8986,0,0,0,0,success
20260111T141500Z,3.4907,0,0,0,0,success
20260111T143000Z,-0.2866,0,0,0,0,success
20260111T144500Z,0,0,0,0,0,success
20260111T150000Z,0,0,0,0,0,success
20260111T151500Z,0.0816,0,0,0,0,success
20260111T153000Z,0,0,0,0,0,success
20260111T154500Z,0,0,0,0,0,success
20260111T160000Z,0,0,0,0,0,success
20260111T161500Z,0,0,0,0,0,success
20260111T163000Z,0,0,0,0,0,success
20260111T164500Z,-2.79,0,0,0,0,success
20260111T170000Z,-0.2571,0,0,0,0,success
20260111T171500Z,0,0,0,0,0,success
20260111T174500Z,-0.5577,0,0,0,0,success
20260111T180000Z,-2.58,0,0,0,0,success
20260111T181500Z,0,0,0,0,0,success
20260111T183000Z,0,0,0,0,0,success
20260111T184500Z,0.7384,0,0,0,0,success
20260111T190000Z,0,0,0,0,0,success
20260111T191500Z,-2.0958,0,0,0,0,success
20260111T193000Z,4.0541,0,0,0,0,success
20260111T200000Z,0,0,0,0,0,success
20260111T201500Z,0,0,0,0,0,success
20260111T203000Z,-2.1318,0,0,0,0,success
20260111T204500Z,1.6181,0,0,0,0,success
20260111T210000Z,0,0,0,0,0,success
20260111T211500Z,1.8767,0,0,0,0,success
20260111T213000Z,1.5707,0,0,0,0,success
20260111T214500Z,0.2907,0,0,0,0,success
20260111T220000Z,0,0,0,0,0,success
20260111T223000Z,-0.6061,0,0,0,0,success
20260111T224500Z,-2.8238,0,0,0,0,success
20260111T230000Z,0.9447,0,0,0,0,success
20260111T231500Z,-1.9397,0,0,0,0,success
