date,tone,volume,positive_mentions,negative_mentions,neutral_mentions,status
2024-01-01,0.6033,246,26,11,160,success
2024-01-02,0.0036,43,2,5,25,success
2024-01-03,0.5925,127,18,5,75,success
2024-01-04,-0.0528,108,8,7,44,success
2024-01-05,0.0,0,0,0,0,no_data
2024-01-06,-0.3966,314,18,56,209,success
2024-01-07,0.5307,170,37,7,130,success
2024-01-08,-0.333,163,13,28,77,success
2024-01-09,0.1567,463,66,52,344,success
2024-01-10,0.1391,358,46,27,240,success
